repetentia,memorialis,memoria
uerbereus,uirgulatus
sexies,sextus,sescenties
uolua,tettigometra
incipio,coepto,ordior
aetherius,citharoedicus
adu,merois
conger,anguilla
squales,squalentia,sorditudo
bigus,lagoena,lamna
rauus,praecanus
excursator,excursor
silaceus,ochra
attamino,obstupratus
gemisco,gemmasco
sed,autem,atqui
errabundus,errator,errantia
concito,concieo
incuruesco,curuamen,curuatura
tragoedia,syrma
arithmeticus,arithmetica
subiungo,subindo
grandino,chaere,grandinosus
nutricula,nutrix
denato,natatus,natatio
concomitor,comito,comitabilis
pipulum,pipio
superpono,substituo
inoculo,inoculator
remex,celeusma
uitiarium,seminarius
coronopus,plantago
residuus,reliquus
reicio,reiectio
insubidus,morologus
persegnis,instrenuus
hypaethrus,propatulus,adaperio
bacchia,potorius
formator,fictura
gaudialis,perlaetus,laetificus
sandaliarius,crepidarius,solearius
merso,merto,mergito
maus,taures
eripio,praeripio
frigidus,frigus,frigor
aegis,clipeus
innubo,enubo
abeo,discedo
exiguus,breuis
fluentia,facundia
dubitanter,dubie,dubitatiuus
parito,praeparatio
imperitia,inscitia
floridulus,fericulus,aridulus
exulceratrix,exulceratio
scolymos,cirsion,acorna
inuectio,inuector
grassatura,grassatio
fastidiose,prone,genitaliter
phyllon,glaux,molon
gelum,frigor,algor
haesito,dubito
frumentor,frumentatio
nimirum,indubius
acide,prone,genitaliter
lineamentum,lineatio
panarium,cophinus,canistrum
interfluo,interfluus
uegrandis,pergrandis,perparuus
sparganion,lappago,lappaceus
concrucio,torto,cruciabilitas
praecino,cano
linea,lineatio
trite,triens
uiuarius,lelepris
sponda,lectulus
sesaminus,sesamoides
quattuordecim,equester
ostiolum,thyroma,foris
hemitritaeus,querquerus
recensio,recensus
risio,ridibundus,cachinnabilis
direptor,depeculatus,inspoliatus
impromiscus,impermixtus,immixtus
chrysophrys,acharne
mordicus,mordax,mordacitas
demano,demeo
asclepias,chelidonius
dilargior,elargior
optatio,cupitor
rimor,scrutor
colonicus,domitius
grauiusculus,oblongulus,longulus
nuperus,nuper
nitesco,dilucesco
uaporosus,nidor,uaporifer
caltha,chrysanthemum
decennis,decennalis,bilustris
retrogradis,lagoena,lamna
mare,pelagicus,thalassicus
flammidus,flammifer,flammeus
euanesco,uanesco
uigor,uiuacitas
sessibulum,sella
calueo,praecaluus,recaluus
pythagorisso,imitamentum
sedecim,sedecies
scolecion,coccum
aquilonaris,aquilonius,arctous
irrisiue,diasyrticus
habitus,habitudo
deuortium,municipatim
imberbis,inuestis
maledicax,maledictor,blasphemia
munificium,onerarius
corrigia,calceamen
inoboedio,inoboedientia
famigeratio,rumigeratio
dispesco,diuido,discrimino
praeteruerto,pertranseo,meo
multimodus,multiformis,plurifariam
insciens,nescius
cryptoporticus,concameratio
orphus,subauratus,sparus
redono,retribuo
minius,miniaceus,miniarius
quinquefolius,pentaphyllon,pentapetes
rectio,regimen
tormina,torminosus,torminalis
columbar,monile,melium
emeto,sicilio
uanno,euentilo,flabello
septingenti,septingenties,septunx
deluo,ablutio
uirguncula,puellula,infantula
laser,acanthice
haesitator,subdubito
meretrix,prostibilis,meretricula
peramoenus,pergratus,perlepide
bitumineus,bituminosus,bitumino
porcella,orthagoriscus,porcellus
inconsumptus,inustus
calceus,calceolus
lectus,lectulus,scimpodion
maceries,catenatio
glaux,molon,syreon
liguritio,cuppedia,mattea
inapertus,hiantia,pator
inobsequens,inoboedientia
myagros,myophonos,hippopheon
perfectus,perfectio,perfector
funginus,boletus
inaedifico,perstruo,aedifico
oblongus,procerulus
decursio,decursus
interim,interea
decliuitas,deuexitas,proclinatio
hei,uae
iuuenor,indiscretio
saturo,satio
scalpo,ascalpo,scabo
illiberaliter,prone,genitaliter
cista,pyxis
ostentator,uenditator
anathematizo,excommunico
ethice,ethicus
multo,punitio
regionalis,prouincialis,prouinciatim
monstruosus,monstrificus
uictima,agonia,uictimarius
reprimo,compesco
concertatorius,concertatio
confusio,commixtio
emetior,emeo
subiaceo,subicio
interceptio,ablatio,interceptus
subseco,resegmina
lambero,dilanio,dilacero
perendinus,crastinus,perendie
perpusillus,perhilum,perpauxillus
percalleo,sardo
interuolito,interuolo,transuolito
confestim,protinam
lineola,uersiculus,linearis
pastor,upilio,pastorius
receptaculum,confugium
tripolium,rupes
tigillum,trabecula
plebecula,popellus
euiratio,uirilitas
certatus,contentus
inferuefacio,discoquo,referueo
pedamen,ridica,characatus
perhilum,perpauxillus,perpaulus
protagion,meliton,petrites
foro,circumforatus
animaduersor,seruatio,obseruatus
phalerae,phalero
insufflo,inspiro,inhalo
articulatim,membro
myophonos,hippopheon,leuceoron
amitinus,sobrinus,patruelis
hiatus,concupiscentia
euhoe,iubilo
deiector,iactus,procello
tergenus,teriugus
oripelargus,percnopterus
manupretiosus,pretiosus
cretatus,candidatus
obiectatio,obiectamentum,exprobratio
praestruo,praeparo
prosterno,obsterno
medicamentosus,medicabilis
sodalitas,sodalicius
exabusus,mufrius
opificina,lagoena,lamna
satelles,prosequium
ablegatio,exsulatus,exsulo
sescuncia,hemiolios,sesquiiugerum
sapidus,saporus
hister,lagoena,lamna
babulus,bucco
argentifodina,argentum
cognitus,nosco
priuatiuus,negatiuus
terrisonus,alypon
unctiusculus,fericulus
miseror,plorabilis
uniuersalis,uniuersus
peruenio,deuenio
repullesco,repullulo,gemmasco
extremitas,hyperbolaeus
sparulus,smyrus,corroco
repulsa,repudiatio
inuector,inuectus
municipatim,unciatim
dubie,dubitatiuus,dubitabilis
bechion,chamaeleuce,cacalia
bubile,bouilla
nesciens,prone,genitaliter
cartilagineus,cartilaginosus
serenitas,serenus,serenificus
egermino,fruticatio,germinatio
insiccatus,siccatio,exsicco
hordeum,hordeius,hordeaceus
terebra,perterebro
repromissio,pollicitatio,promissus
imperco,parco,parcus
catulus,pullinus
suburgeo,propello
praetereo,transeo
inclemens,inclementia
epops,upupa
sospitas,sospitalis
torqueo,pertorqueo
uepallidus,perpallidus
ascalia,cactus
iusiurandum,iurandum
calor,cauma
chamaepeuce,larignus,larix
echo,resonantia
iactatio,iactantia
umidulus,oblongulus,longulus
reformatus,simulatrix,transformis
pergratus,periucundus,mulcedo
scaphium,scaphe
odor,odorus
caudicalis,arborarius
lautiusculus,fericulus
ombria,hormiscion,phoenicitis
neuras,circaeum,carcinothron
rufus,rubidus,russeus
fistulator,fistulatorius
osyris,cupresseus
caco,desurgo
coagmentarius,coagmentum,iunctus
fugio,effugio,fugito
caesura,dolatus
odorus,odoratus,oleo
subter,subtus,subterluo
madefacio,madido,permadefacio
expolio,depolio,polio
praecontrecto,attrectatus
insecto,prosequor
pulso,pello
concitate,audenter,percepta
annuo,nutamen
uolucra,urica
primordius,principialis
incubitus,incubatio
utta,aternus,osca
harmonicus,concentus,conspiratus
mergae,merges
socialiter,prone,genitaliter
abitio,decessus
crocodilus,crocodilina,crocodilea
perfungor,perfunctio
corymbites,polygonoides,arrhenogonon
antehabeo,praelatio,antepono
dextrorsum,dexter
antecello,antesto,praecello
ambifariam,prone,genitaliter
leuigatio,leuor,deleuo
insperatus,inopinatus,inexspectatus
inuio,supercalco,conculco
crescentia,augmen,augmentum
depeculor,depraedor
mellifico,mellificium,mellificus
sari,alaternus
phoenicitis,hormiscion,dracontia
protelo,protollo
ximum,cerinthus
chorea,saltatio,saltatus
lassesco,delasso,pertaedesco
mimographus,mimula
zona,cingulum,zonarius
filicula,polypodium,thelypteris
celsitudo,orthius
perfamiliaris,familiaritas
appetisso,petesso
sorbilis,suctus,fello
excito,suscito
emeditatus,studium
fecundito,fecundo,uberto
praemigro,moto
muricidus,mulier
litamen,sacrificator,uictimo
coma,iuba
admonitum,commonitio,monitio
tibulus,pinus,peuce
subintellego,sardo,subauditio
prasinianus,prasinus
aborior,uanesco
immobilitas,immobilis
unguentum,unguentarius,unguedo
duodecim,duodeni,duodecies
paganus,uicanus
uastus,uastitas
immitto,mitto
uentilabrum,uentilator
explementum,complementum
nauigator,nauta
circumfarcio,effarcio
transgressio,transitio,transitus
termo,lagoena,lamna
pix,pissinus,piceus
laetitia,gaudium
hemiolios,sesquiiugerum,sesquiobolus
obmurmuro,immurmuro
perula,sacciperium
armentarius,armentalis
sollus,inabruptus
mentagra,uitiligo
percolatio,sacco
debilis,debilitas
disceptatio,certator
finis,finitio
referuesco,referueo
compes,pedica
oricilla,auricula
pensiculo,perpenso,pondero
inconsolabilis,insolabiliter,immedicabilis
titillus,titillatus,titillatio
intexo,intextus
illectatio,medicatus
mesauloe,intermuralis
denego,nego,renutus
liro,rabio
expergiscor,expergo
tonsilis,intondeo
strepo,strepito
uitifer,uitigineus,uitigenus
antegredior,praegressio,praecurro
sceptuchus,sceptriger,gerulum
moderanter,dispensatorius
nidulus,nidificium
peccantia,peccatrix,peccamen
circumrodo,arrodo
deferuefacio,elixo
nouies,nouenus,septies
pudenter,prone,genitaliter
indesinens,incessabilis,insedabilis
atheroma,extuberatio,scirros
subitum,prone,genitaliter
pollucibilis,regificus
perimetros,circumferentia
intibus,cichorium,ambubeia
ara,altaria
producto,intercedo
pepticus,concoctio,prouector
oberro,inerro
papauereus,mecon,papaueratus
moueo,commoueo
noctuabundus,euphrone
nihil,naucum
parrhesiastes,dictor
occulto,occulte
praeuerro,auerro,scopo
oleagineus,olea,oliua
appendicula,asella
trepidus,trepido,trepidatio
rhetor,rhetoriscus
assuefacio,assuesco
quadrigae,quadriiugus,quadriiugis
satellitium,praesidium
bulbosus,bulbine,sisyrinchion
agito,ago
iconismus,imago,imaguncula
nautilus,nauplius
teuchites,cyperos,combretum
sono,persono
disceptatrix,disceptator
percnopterus,iugosus
immunditia,immundus,impuritas
ultrix,ultor,punitor
largiter,prone,genitaliter
proelior,pugna
hillae,lactes
percontatio,sciscitatio
ni,nonne
spolio,expilo
ricinium,rica
florifer,floreus
transformis,transformo,transfiguratio
permolestus,difficiliter
urion,terrulentus
bacalusia,tragemata
implicatio,implicito
secabilis,sectiuus,sectilis
reputatio,calculo
heros,heroicus
obsono,obsonatus
uitrearius,hyalinus
posthaec,postilla,postidea
salictum,salignus
compleo,oppleo,repleo
perdiligens,praepeto
uincio,necto
denomino,designatio
interitio,uastities,occidium
solitudo,solitarius
nauigabilis,nauigatio
discrepo,disto
perspeculor,exploratio
luctatio,luctamen,certamen
incisum,prone,genitaliter
istuc,isto,istim
triclinium,tricliniaris,accubitus
trucidatio,distrunco,caesus
rigiditas,rigoratus
nequiter,prone,genitaliter
cachinnus,cachinno,cachinnabilis
architectus,euthygrammum
centiens,trecenties,quadringenties
claro,illustro
epicrocum,multaticius
obtentus,opertus
phaselus,phaseolus,dolichos
clauditas,claudicatio,claudeo
demereo,mereo,promereo
quartus,tetartemorion,quadrans
ango,afflictio
defloresco,languidulus
indestrictus,indemnis,indelibatus
adynamon,uinum
suffrenatio,alligo
balaninus,balsaminus,myrobalanum
tolutarius,tolutim
defectus,defectio
commisceo,commixtio,concerno
officium,munus
uireo,uiridis
sticula,dactylis,mados
renouatio,renouamen,instauratio
bellatorius,bellax
opimitas,ubertim
athlon,illaboro
quamuis,quamlibet
niuatus,niueus,frigorificus
ignominiatus,cascus
feruidus,excandesco
naue,prone,genitaliter
corneolus,corneus
omnipotentia,omnipotens
bipedaneus,bipedalis
limula,delimatus,lima
gelo,congelo,conglacio
trigeminus,triplex
ouis,probata,ouillus
immensus,immensitas
opertus,instratum,protectus
uitigenus,uitigineus,uitineus
libamentum,libamen
synodontitis,cinaedias
deblatero,effutio
subbibo,perpoto
iactantia,ostentatrix
uimentum,salix
tactus,tactio,attrectatus
exsequor,persequor,prosequor
unoculus,luscinus,ocularis
minutulus,perparuulus,pauculus
promnion,pulligo,trichrus
destitutio,destitutor
apianus,apiarius
frigiditas,frigor,algor
profluuius,fluor
suffuror,subterduco
auulsio,reuulsio
anserculus,cheniscus,ganta
exagoga,euectus
sessorium,sella
pedum,hamatus
absinthites,absinthium
nutrico,nutrimentum,nutrio
demetior,modificatio,mensio
trano,transnato
exclamatio,epiphonema,acclamatio
incuria,neglegentia,impolitia
gelicidium,gelatus
inuicte,prone,genitaliter
desiderabilis,expetibilis,exoptabilis
retostus,inassatus,assarius
immanis,immanitas
mutuor,mutuatio
tenuo,rarefacio
adipsatheon,erysisceptrum
dracontia,hormiscion,telirrhizos
absentia,abscessus
carptor,scissor
inueho,inuado
bifurcus,trifurcus
maledicus,maledicentia
negotior,negotiatio
toparcha,toparchia
proluuies,restagnatio,inundatio
proclamo,eleutheria
effector,seminator
argyros,notion,helxine
quadrupedus,quadrupes
oleum,olearis
inuro,ustrina,inadustus
suffusio,offundo
reditus,reuerticulum,reuentus
telinum,polygala
contemplabilis,scopos
passernix,cos
tantusdem,tantus
qualisnam,quis
subuento,raptito,fator
populeus,populneus,populnus
moechor,adultero
obeso,pinguefacio,sitistus
collyris,molon
expertio,proba,tentatio
secutorius,sequor,insequor
ceroma,aliptes
octo,octoni,octies
iaculatio,iaculatus,iactus
eugalacton,corissum,cynoides
emodulor,decano,concertor
iasione,runcatio
circumcurro,circumcurso
hypocausis,sufferuefacio
triennis,trimus,trimulus
matrimonialis,maritalis
inscius,ignoro
pauoninus,pauonaceus
umesco,immadesco,permadesco
abito,digredior
querulus,questio
quoadusque,quamdiu
parricida,parricidium,sororicida
supplex,supplicue
exedum,oetum,protomedia
pampinatus,pampineus,pampinarius
consectatrix,adhaesus
cupressus,cupresseus,cupressinus
prostrator,resupino
primigenius,primitiuus
podia,uersoria
initium,incipisso
currulis,aurigo,quadrigarius
obliuiscor,immemor
flauus,fuluus,flaueo
insidior,insidiatrix
octastylos,octoni
allubentia,mulierositas
anapaestus,anapaesticus
quadragenarius,quadraginta,quadrageni
pesoluta,hiera
reptabundus,reptatio,repo
exercitatio,commotus
offensatio,offensaculum
obtruncatio,resectio,obtrunco
russatus,aurigarius
uictrix,uictoria
destitutor,deceptor
adoptaticius,adoptiuus,adoptatio
praescriptus,praeceptiuus
directio,directura,euthia
carpineus,ostrya,carpinus
latrinum,lagoena,lamna
conditiuus,conseruatio
terrificus,terriculamenta
constupro,constuprator,stuprator
interligo,internecto,uinctus
motio,cillo
transcursus,percurro
sexageni,sexagenarius
censeo,uolo
mortarium,piso,mortariolum
dimetior,permetior
papae,quanam
perpendo,deliberabundus,perpenso
biduus,itis,hemeresios
deficientia,inopiosus,inopia
credulitas,credulus
redimitus,coronamen
prouisio,prouidentia
circumroto,rotator,orbiculor
intercalatio,intercalo
lentipes,spissigradus
occupo,occupatio
saxifragus,petrinus,lapidaris
postibi,exhinc
supra,super
incumba,uectigalis
contextus,conclusura,cohaerentia
synoecium,cohabito
chryseus,auricomus,auricomans
petroselinon,apium,apiacus
subluceo,sublustris
procoeton,amphithalamos,atriolum
ferrugo,ferrugineus
encaenia,dedicatio,fano
palumbinus,palumbulus
sublica,sublicius
perpessio,perferentia,pertolero
dialectos,dialecticus,dialectice
saltatricula,puellula,infantula
ricula,flammeolum,obductio
mendico,mendicatio,emendico
pelagus,missa
remulceo,placido
nauicula,scapha,horiola
numerosus,canorus
locutor,locutuleius
succurro,accurro
tractabilis,tractabilitas,regibilis
rependo,pensito
incomis,iniucunditas
stela,pilatim,columella
aerugo,robigino
adiicio,addo
praepando,diuexus,patulus
herbarius,hippopheon
uentito,uento
duceni,octingeni,septingeni
uncia,unciarius,uncialis
baetulus,pyritis
fututio,fututor,fututrix
ululo,hirco,exululo
oscillo,oscillatio
frustillatim,frustulum,offula
nyctalops,nyctalopa
serratim,serro,serrula
conuerbero,pulsatio,percussus
tonstrinum,tonstrina
pentadactylus,cochloe,conchula
supersisto,superhabeo,superasto
surculo,resectio
multiuagus,errator,errantia
appotus,mattus,ebrio
persanctus,hieraticus
dextella,manciola
solor,releuo
temetum,melicratum
atilius,appulus,hermus
iucunditas,mulcedo,suauis
porphyreticus,ostrinus,blatteus
edictio,edictum
negotialis,citharoedicus
afflictor,euersor
diutinus,diuturnus,diurno
compendiosus,compendiarius
bonum,bonus
neuter,neutrubi,necuter
spatiosus,diuturnus
sitanius,hornotinus,hornus
irrisio,ludificatus
pulmo,pulmonarius,pulmoneus
confundo,conturbo
sisto,consisto
repens,repentinus
priscus,antiquus
circumligo,euincio
peruagus,uagor
septemuiratus,septemuiri
dictamnum,dialectica,decoctum
recrastino,procrastinatio,indies
utrubi,tatae
calcar,concitus
attactus,tactio,stringor
bitienses,errator
puluisculus,puluero
prouincialis,prouinciatim
restito,mansito
botrys,sirium
inobseruatus,imperceptus
obsidior,insidiator,insidiatrix
noenum,lagoena,lamna
puellula,infantula,pusa
crustarius,toreutice
gurdus,blennus
coronamen,uerbenatus,corono
daps,epulum
impero,imperatus
incutio,replaudo
discretio,distinctus
considerate,prone,genitaliter
boatus,mugitus
tuguriolum,casula,tugurium
extuberatio,scirros,meliceris
euidens,manifestus
pupus,cora
imulus,pulo
cenito,inceno,cenatio
rancidulus,rancidus
dapino,praeseruio
reuenio,redambulo,remeo
depluo,pluuiatilis
messorius,messor
consortio,communitas
indusio,cycladatus,conuestio
perfluo,fluctio,fluxura
trifur,furator
praeteruectio,superuehor,equitatio
inspectio,inspectus,inspicium
exanclo,pertolero
enitesco,praeclareo,superfulgeo
persuastrix,suasus
rubicundulus,surrutilus,fericulus
forticulus,audaculus
sinapi,napy,saurion
pedarius,amphibrachys
prosilio,exsilio
introrepo,correpo,deserpo
telirrhizos,hormiscion,oritis
trigemmis,tres
rotundus,rotundo,teres
tragoriganum,thymum,thyminus
allocutio,solator,consolator
interfringo,frusto,defringo
pariter,prone,genitaliter
absumedo,phthisicus,phthisis
dialogista,disputator,certator
spuma,peumene,lithargyrus
delphi,frater,fraternus
promissio,pollicitatio,promissus
exputesco,putesco,imputresco
peradulescentulus,peradulescens,adulescentulus
paucitas,exiguitas
anicula,uetulus,anilitor
excellentia,exsuperantia
merus,meracus
heliocaminus,insolo
coquo,concoquo
umecto,umefacio,madido
tragoedus,tragicus
haereticus,duitae
peplis,perisson,mileon
primarius,primoris,primus
negito,infitior
illustris,clarus,dilucidus
diluuio,diluuies,inundo
phalangitae,phalangarius
uelificatio,uelifico,uelificus
infortunium,commisero
donax,canna
armipotens,belliger
leucachates,iaspachates,dendrachates
inequitabilis,innabilis
peractio,consummator
acoetis,concubitor
fluentum,flumen
clematis,scansorius
corrumpo,corruptio
euerro,mundo
discrepito,dissono
cicatricula,cicatricosus
proscaenium,scaena
aphrodisiace,rufo,rubellio
ambiguus,creper
lumen,lux
onosma,echite,onitis
textrix,textor,linteo
incognitus,ineditus
ira,iracundia
eneco,interneco
bellaria,epidipnis,tragemata
bolus,iactus
ephebicus,iuuenilis,iuuenta
triumphus,triumpho
uliginosus,umectus
lalisio,polea
letifer,mortifer,fatifer
indemnis,illaesus
statua,staticulum
fabrio,confectura,praeparo
densus,crebratus,pexitas
breuiloquentia,breuitas
peccator,praeuaricator
praesens,prone,genitaliter
laniatus,laceratio
glossopetra,scaritis
murus,pteron
lana,lanicius
antispodos,farnus
noctuinus,noctua,scopes
uagor,pererro
discubitus,mensatim,mensula
podagra,chiragra,chiragricus
auspicalis,exauspico
recitator,anagnostes
refugus,aufugio,refugio
gnarus,existimo
exsulto,subsulto
frigidulus,fericulus,aridulus
factus,prelum
ouilis,probata,ouillus
extrudo,exturbo
ode,odarium
phocis,precianus
aedituens,aeditimus
buxeus,buxosus,buxetum
peregrinatio,peregrinabundus,uio
occidualis,occidentalis
cimico,cimex
obdormio,obdormisco,condormio
inauditus,indictus
licentiosus,defrenatus
receptum,prone,genitaliter
uallaris,uallum
actaea,polion
emedullatus,medullula,medullo
quadrifluuium,quattuor,quadrifidus
putor,putredo,putreo
armentum,armentalis
mio,meio,micturio
assessor,consessor
fiber,fibrinus,castor
uarius,uarietas
conuexitas,conuexio,conuexus
craterites,eurotias,erotylus
ninguis,niueus,ninguidus
siccarius,siccatio,siccanus
numeratio,dinumero
fumus,fumificus,fumifer
serpyllum,thymum,thyminus
ostentus,ostentatio
defensa,tutamentum,tutamen
remeligo,remoramen,moramentum
apparentia,occursaculum
deascio,leuor
desideranter,discretim
aliquando,insemel
peruicax,offirmo
adiutorium,adiumentum,iuuamen
crepidarius,solearius,soleatus
cingo,praecingo
assequor,consequor
muricatus,muricatim
negatio,negantia,negatiuus
praecompositus,concinnatio
dulciorelocus,dulciloquus
scabredo,psora
sacerdotalis,archiereus
sideratio,uredo
cerussa,psimmythium
detractor,obtrectator
erithacus,aegocephalos,ignorabilis
pirata,rapo
resectio,obtrunco
inoptatus,inoptabilis,iniucunditas
cognata,lagoena,lamna
liquis,obliquitas,imus
tepefacio,teporatus
felicitas,fertilis
baiulo,portito
exhortatorius,protrepticon
excubiae,excubitus,excubatio
rasilis,leuor,deleuo
physema,bacatus
bibosus,bibax,interbibo
cuiusmodicumque,cuiusquemodi,cuiusmodi
nauigatio,nauigo,nauiger
metoche,participium
proficio,progressio
cremator,ustor
inanitas,inanimentum,inaniae
consortium,communitas
efferasco,efferus
oritis,hormiscion,phycitis
admissum,peccatus
admissio,admissura
comprobator,approbator,probator
longanon,farcimen
cauponor,commercor
quadringenti,quadringenties,quadringenarius
excussorius,quassus
orbiculatus,circularis
cerinus,cereus,acerus
delenio,delenitor
aeuitas,tempus
summissio,demissio
percarus,permultus
uersifico,uersificator
liquor,latex,umor
ablego,exactus
sueo,assoleo,consueo
hexaclinon,sex
orbator,orbo
mendum,menda
amylum,amylo
quinquegenus,quinque,quintarius
uelificus,enauigo,uelifico
praegaudeo,pergaudeo,gaudibundus
pero,terginum
anabasis,ephedra,equisaetum
hepar,iocinor
conclamatio,iubilatio,iubilo
enuntiatum,enuntiatio
obstipus,conflexus
incuso,commoneo
impauidus,intrepidus
opopanax,opocarpathon,polygala
furialis,furiosus
concerno,impermisceo,commixtio
paulus,paululus,pauxillus
obatratus,subniger
expulsio,exterminium
poscinummius,nummarius
acceptrix,receptrix,piscatrix
emunctio,emungo
uinearius,uineaticus,uinealis
excubitor,uigil
circumsessio,obsessio
syreon,molon,rhexia
infragilis,innabilis,insolubilis
iuuentas,iuuenta,iuuentus
precor,oro
deseco,caesus,desectio
comminor,minitabundus,minitor
nasturtium,cardamum,thlaspi
fraterculo,extumeo
praemodulatus,modulatus
rusticanus,rusticitas
fistucatio,arietinus
temporarius,temporalis
perspicax,inargutus
uadosus,uadum
decemiugis,deni,decemscalmus
confornico,camero,concamero
arrenicum,auripigmentum
incelebratus,ineditus
finitio,terminatus
suo,cataphractus
solliferreum,ferratilis
plumo,plumosus,plumiger
ideo,idcirco
fractura,ruptura,fragium
nuciprunum,prunus,nuceus
enarro,enarrator
olfactoria,olfactorium
uito,uitabundus
ditiae,opulentitas,censum
canus,canities
uta,diua
uenenifer,uenenarius,ueneno
exposco,posco
peregrinitas,peregrinus
palmensis,palmeus,palmifer
infestator,perturbator,turbator
lucubro,lychnus,lucubratio
bufo,chersos,thesion
ansatus,manubriatus
assimilis,consimilis
eburatus,eboreus
lamium,cnedinus,galeopsis
pondo,pondus
portito,gestatus,praeporto
obtego,tego,contego
caeles,caelestis,caelestinus
haemorrhagia,stephanomelis
perdoleo,doleo
carnalis,carneus,consuetio
enchorius,indigena,nostras
neruulus,neruus
arbutus,arbuteus,arbutum
clima,acnua
commulco,euerbero,uerberatus
interuigilo,peruigilo
polyanthemum,caustice
cognatio,parentela,affinitas
scienter,audenter,percepta
castanetum,castanea
plumiger,plumosus,pinnatus
stega,aphractus
produco,attulo,protraho
nymphaea,lirion,susinus
memoraculum,monumentarius,memoriola
socors,socordia
ortyx,hippopheon,leuceoron
manon,tethea,aplysiae
inclementia,austeritas
publicitus,publicus
arabilis,aruus
uerberator,pulsator
auena,bromos,auenaceus
intergarritus,garrio
pauus,lagoena,lamna
lucaris,nemorensis
